,index,tweets,label
3789,2988,"Reunión de @BiankaR_odrguez @comcavistrans con @COPRED_CDMX, Jauría Trans, @fund_arcoiris, Inspira y ACNUR para discutir retos y buenas prácticas para la protección de personas #LGBTI desplazadas forzadamente. url",NP
1690,889,Recuerden que AimeP3 es 10% lesbiana.,NP
763,763,@PatsTapia ?utooooooo!!!! Matarile al maricon!!!,P
2697,1896,"@MontseM57917091 @jess_ollin @FreyaStClair @modorus @almarazkari @JEnriqueSnchez2 @Fridaguerrera @brujasdelmar ¿Conoces a alguna persona menor trans? Yo si. A muchas. La ley de infancias trans no dice nada de hormonas o cirugías. Es solo un cambio en los documentos (reversible si luego se arrepienten).

O podrías hablar y escuchar a sus madres, más que decirles que abusan de sus peques.",NP
5298,137,"Eso no me queda claro, que ahora estoy más caro cupido te haga disparos y que andes loquita por mí…🎶😂 url",NA
6108,947,"-Oye y, ¿Está loca?
-Wey, se puso una faja y ni siquiera está entrenando. Dice que combina con su outfit 🙃🙄
-Ah url",NA
2223,1422,"@Maldiciento @LavaderoMunecas @_Maniguis Jajaja lo ponia porque se me hizo tan ironico que Ricardito en su afán ser ""tan queer"", ""tan relevante"", termino viendose como un personaje que hace mofa a un homosexual del los 2000s.",NP
459,459,"@fernandeznorona Ahí si, me dijo mariquita, me dijo La vestida! Jajajajja jajajaja que nena eres! #quenenaeresnoroña",P
253,253,Si quieren que tome su opinión en cuenta procuren no ser unas locas que andan enseñando las nalgas en redes sociales. ¿Ven por qué la gente nadie respeta a la comunidad LGBT? Porque se comportan como unas prostitutas sacadas de Sodoma y Gomorra.,P
4353,3552,"Oigan. ¿Tienen un tema que quisieran que levante para mañana en Roja?

Tengo anotado hablar el tema de gente trans en competencias (deporte, belleza, etc.) y de BeatyGate en los iPhone.

Pero no se si les suene algo más",NP
4443,3642,"@DahKicks No olvides el ligue gay. Así como ConLugar: ConRegadera.

Esta app va a valer millones.",NP
2063,1262,Ya soy lesbiana,NP
603,603,"-Jajaja piiiinche joto, quien te pinto las uñas joto?
-Tu mamá",P
3784,2983,"Me emocioné mucho cuando la oficial Specter dice: “Lo mismo me pasó con la hija de mi novia”. 
En #PixarUnidos sale la primera mujer abiertamente lesbiana en la historia de #Disney. En inglés le da voz la talentosa #LenaWaithe. Estrena el 6 de marzo. url",NP
3497,2696,Lesbianas del futuro: “me llaman la voltea NFTs” url,NP
236,236,@jesusEsc11 Callate joto,P
3427,2626,#LoMásLeído » Aseguran que novio de J.Lo la engañó con un transexual url,NP
5777,616,Ush pinche sol!!! Bajale un poco a tu puta intensidad!,NA
1262,461,Busco #casadosconhijos #casado #curiosos #bisex #Mayates #chacales #maduros #heteros para sólo #sexo MandenMD solo #placer #coger #diversion #discrecion #PuertoVallarta 💯 busco #vergaxxl url,NP
2863,2062,"@drewsanchz @maopharos @fabian23ramos @Danisconnected Más lenguaje siempre será mejor que menos.
Cómo debatir si genderfluid no se pisa con travesti o con queer.

Pues si obvio. ¿Y? Así la diversidad.",NP
2313,1512,"Mi prima se la esta rayando de una manera impresionante al joto de su ex jajajaja pero neta muy directamente y en público, DAMN GURL.",NP
3274,2473,"@luoshi_ymnw @_DaleCaro @YouTube Caro, es hora de pedir días libres de trabajo por ser intersexual.
Lo mismo la gente aspie. Esos también tienen síndrome y son enfermos. ENFERMOS.",NP
4232,3431,"¿Ya te enteraste?
Desde hoy, todos los jueces deberán amparar a las parejas homosexuales que deseen casarse: @SCJN",NP
2668,1867,"Señores, señoritas, señoras, gays y lesbianas: Por hoy me les voy. NOOO  a dormir, no, pero sí a leer una novela que comencé hace una semana",NP
5102,4301,@julie_neuhouser Eso o están saliendo del closet trans masivamente 🤔,NP
5947,786,"Lo que da risa de este caso es que luego son hombres que acaban con mujeres que ejercieron su sexualidad bien sabroso esas que ellos llaman ""fácil"" o ""putas"" porque la vida no da muchas vueltas pero te ubica así que amigo 🥂salud🥂 porque la vida te va a ubicar y sabroso url",NA
1674,873,"Domingo de descanso. Manden inbox, hay que echar el chisme un rato. #mexicali #slrc #mexico #gay #gayboy #instagay #mxl #BajaCalifornia url",NP
31,31,Cc peleaban con Rugal y ponían a Roberto Carlos de delantero así o más putito el chamaco.,P
911,110,Amo a @ladygaga y soy joto 🤩🤣,NP
5061,4260,"@Its_Maky_Bitch @lamasdeskrada Mi favorito es cuando invitan a una morra trans a hablar de cómo apoyan a la banda trans, pero luego vas y checas y nunca han contratado a una persona trans, trabajado con, contratado a.. por fuera del “ven de invitada”

Mismo con las lenchitudes, gente nb, pan/bisexualas, etc :/",NP
1746,945,"Cuatro mujeres a quienes les fascina jugar con mi mente. Dos súper lesbianas, las otras dos queriendo dar el brinco al otro lado💔.",NP
5615,454,"@TigresOficial solamente contestas las felicitaciones,  a mi nunca me has dado ni un puto rt.",NA
6204,1043,"No lo digo yo, lo dice la ciencia, mi sandía es de color AZUL  y tengo unas ganas locas de #LaGira @AlejandroSanz
#LaGiraMérida 
#LoNuestroEsEterno 
#24deOctubre 
@Yucasanzeros url",NA
6008,847,Vamos por el Bi💙💛 url,NA
6126,965,Alm putos gatos me asustaron,NA
4258,3457,"Repasando fotos, sigo impactada con lo guapas que son las mujeres trans en Colombia. Esto es: url url",NP
3954,3153,".@arzobisprimado pide perdón si se han utilizado expresiones inadecuadas para hacer alusión a personas homosexuales
url",NP
4166,3365,¿Me arrepentí de ser trans? Nuevo video en mi canal 👉🏻 url url,NP
61,61,@rdz_roberto @donrober_ nosotros si sabemos. Perder marica,P
3752,2951,Comunidad lésbico gay de #Coahuila demanda esclarecimiento del homicidio de un transexual url,NP
3300,2499,".@faisirrito y @DannyLujan no se ponen de acuerdo si los transexuales deben participar en concursos como @MissUniverse, ya estamos al aire en @MindSexTV 👑🏳️‍🌈 #FelizDomingo #TodosSomosUnicable @silviaolmedo url",NP
187,187,"Mariquitas, Mariquitas, como niñas siempre gritan. url",P
5853,692,"Estuve buscando como loca 2 pares de zapatillas que lit desacomode todos mis zapatos, y no los pude encontrar, me rendí y comencé a acomodar todo y me di cuenta que tengo 53 pares en total y siempre me verán como los mismos 3 🙃🙃🙃🙃",NA
6088,927,@drag__drop Tengo el placer desde hace 4 años y las amo!,NA
1851,1050,"@_Dark_Judah @SoloRosy25 Güey, su mayate tiene un url Me dijo el primo de un amigo, que también tiene almorranas",NP
3085,2284,@azulbboy sígueme joto,NP
5145,4344,"Matrimonios gay en todo el país, entrevista de @yuligarciatv a un servidor en @ElUniversalTV url",NP
547,547,"Hoy le dije a mi maestro que matara una cucaracha y no quiso, así de simple se hizo loco y no señores no la mato porque #Marica",P
6049,888,@PatyArmendariz @deJesusJav Loca,NA
2848,2047,"@servas00 @JessicaMarjane @baruchdom @LuchadorasMX @VidaTransNews @quierodesastre @justiciasexual @VolcanicaN @PepeYTeo @TSM_es @TGEUorg Seh. Eso sería lo ideal. Que ya.. resbale. Pero una dice su país por orgullo, lo mismo con decir que una es trans ^_^",NP
4795,3994,"Si algo he aprendido en vida es qué hay una literal HORDA de gente bi/pansexual

Nomas que tienen “hétero passing” y optan no perseguir el otro camino.

Y está bien. Buscan su felicidad supongo. Pero jijo. HORDAS de gente bi/pan por ahí que nomás no lo dicen.",NP
6183,1022,Dicen que cuando una mariquita buela directo a ti te da buena suerte ❤ #ladybug en Palacio Municipal Atizapañ de Zaragoza url,NA
5787,626,"Su actitud me confunde, me vuelve loca.",NA
5096,4295,"De paso por si gustan, 

hice un video de “las locuras chidas del deporte en las que estaríamos pensando si no estuviéramos estancados en el LAS MUJERES TRANS ES TRAMPA” 

url",NP
3064,2263,@drats89 Pero el papel que ella iba a hacer era de un HOMBRE trans,NP
5525,364,Como no nos contacta una pareja url seria genial url,NA
820,19,"@rataadore @LastDragonMX @kaly_rojas si quitas las siglas, igual van a discriminar. Chicos gay misoginos, mujeres transgénero homofóbicas",NP
1031,230,@PremiosTVyNovel @macabeso @barbara_lopez21 Hay categoria maricas y lesbianas ?,NP
3049,2248,JAJAJA!!! No se😂😂😂 estaba muy url jiji ya quiero jueves gay 😘 besos url,NP
2160,1359,"Lyn May: Comunidad Gay, los Amooo, ustedes son los Mejores, voten por mi!!! 

Yo: …

#QuieroCantarEs url",NP
4206,3405,"Jeh. Chicas trans que hablan de su ""Pitoris"" o ""Pene de chica"", las amo.
Me dan esperanza de las dinámicas de aceptación de nueva generación",NP
3521,2720,"@brujasdelmar Es bien difícil, Imagínate qué hay gente por ahí que dice cosas como que Queer es “si te gustan las cosas de niña eres niña, si te gustan las cosas de niño eres niño.”

Y pues no es así. Queer es: “No hay cosas de niño ni de niña, eso no define tu género”.",NP
5849,688,"La jaula de las locas! (@ Teatro Hidalgo in Mexico City, Distrito Federal) url",NA
94,94,Típico que van a jugar gotcha y se cubren como con 10 chalecos de kevlar los muy homosexuales.,P
292,292,"Jefe, ese puñal es un botarate o sea, un PENDEJO. Saludos. url",P
5471,310,@PaulinaBaltazar Love está más loca que Joe,NA
3312,2511,.@SCJN concedió amparo a 48 personas homosexuales de #NuevoLeón que buscan contraer matrimonio url,NP
2055,1254,"@vidallerenas Anexo pruebas para que vea que no es una crítica por criticar, es una preocupación real pues la mitad de la comunidad #lgbt #trans #azcapotzalco vulnerable,  no está en sus programas. Faltan por responder casi 70 chicas más @palestina_359 @SandraCuevas_ @Claudiashein url",NP
3009,2208,@rmagallan77 @JorgeTedeschi Que pena que supongas que ser gay es algo malo. ¿Quien es el pendejo?,NP
5656,495,"Muy buena comida #casera, y doña Lencha excelente anfitriona (@ Restaurante Doña Lencha in México) url url",NA
2279,1478,@_elan_ Saludos mi doña marica mayor,NP
3886,3085,"Las personas Trans, forman parte de la belleza y la pluralidad de cultura en el mundo, hoy en el día Internacional de la Visibilidad Trans🏳️‍⚧️, seamos parte de la sociedad incluyente, que se esfuerza por erradicar la discriminación y la violencia a la diversidad. url",NP
4055,3254,"Ya tenemos a la primera hermana para el reboot de #CHARMED, la actriz Melonie Diaz interpretará a Mel, una mujer fuerte con el poder de detener el tiempo y es lesbiana, ¿Les gusta? url",NP
6545,1384,"La delicadeza y perfección de la mujer pueden ser expresada de mil maneras. Una de ellas es estar vestida impecable, sin necesidad de mostrar de más, ya es suficiente el poder reflejar la… url",NA
555,555,"Mis ""juegos del hambre""  fue MATRIX!! ,  putos milenials jotos 😉",P
5069,4268,"Iglesia: ""es que era hombre trans.. NO TRAIGAS TU LÓGICA SIN FE A ESTO, SONY"" url",NP
5438,277,Pinche suerte para puras novias de mis amigos o ex locas de con los que salgo que se la viven insultándome y amenazándome.,NA
6616,1455,Llega el trailer de la nueva película de #TransformersElUltimoCaballero url,NA
2722,1921,"@Gerudito NUEVO VIDEO EN MI CANAL: TENEMOS QUE HABLAR, SOY MUJER TRANS TRANS (SALIDA DEL CLOSET NO CLICKBAIT)",NP
4374,3573,"@PalahJunkie de paso, creo la ULTIMA autoridad a la que le pediría ayuda es a las policía. No sabes como son de abusivos con gente trans.",NP
5869,708,"@aurelionuno @oconstantinus @tatclouthier @lopezobrador_ Y se le queda viendo con cara de ""a ver qué dice éste idiota"" y cuando no entiende ni jota pone cara de soy señora de San Purl toda estiradita.",NA
2806,2005,"🎧 Inclusión Trans en el Deporte, con @rickdelrealoly. #TDOV 

url",NP
4082,3281,"@goliveros @Le_Dudette la verdad con la cantidad de gente que le dicen que no pueden ser trans en público, es muy valioso compartir donde si",NP
3352,2551,"Salió gallito. Cristian Castro y su amiga Loretta Vazquez,con un ""travesti"" trabaja en  Universal Music",NP
1772,971,"@redlgb_ Se ve más de derecha que de izquierda y en lo personal a mi me enorgullece que la 👑comunidad Drag tome estereotipos femeninos para hacer su arte. Creo que como comunidad LGBTTTIQA+ debe de apoyarse NO atacarse porque todo es por una misma causa, el reconocimiento y apoyo.",NP
1590,789,@AldoMedillo @mayatitos Oye que ricooo,NP
4717,3916,"@joshuarodri @hearhugoroar @elsaruizcomica @Zoz0art Lo mismo con la sexualidad. Hay CHINGOS de personas que de identifican lesbiana sin nunca haberse acostado con mujeres.

El punto es, que importa la definición si hay quien se identifica así.",NP
101,101,@mauritrevino_ pinche joto,P
3375,2574,"@NutritionXenia Si te interesa, checa el método powers de transición hormonal.

Ignora WPATH y se va con la ciencia más moderna, con TANTAS cosas que es nomás asomarse y te das cuenta el sistema que se ocupa ahorita es tantito “anti trans”.",NP
4959,4158,"@danpetris Para saber que son sus fans seguro les ""stalkeaste"". Quizá ellos piensen que el rarito seas tú. url",NP
5791,630,Puto señor sol,NA
3562,2761,"Que locura que las transodiantes piensen tan poco de las mujeres que -dado yo soy hombre para ellas- las morras de marcha lencha no tienen palabra o presencia.

Mismo que con Mon Laferte. Según ellas al yo ser hombre, Mon se “doblega” ante mi.

Y luego la misógina soy yo.",NP
4532,3731,"Mujeres jóvenes lesbianas son abusadas sexualmente bajo el argumento de “quitarle lo lesbiana” pues piensan q es enfermedad,estas prácticas deben terminar ya @senadomexicano @Julio_Menchaca no hay #NadaQueCorregir en sus manos está terminar con esto. #NoEstoyEnfermx #NoMasECOSIG url",NP
871,70,"La lucha por los derechos de la gente no binarie también es la lucha por el aborto legal, libre, seguro y gratuito 💜💚💗 #28S",NP
3027,2226,"@Dana_Corres @sof_j @laura_lecuona @la_go_mess De acuerdo. En lo personal, siento que el aventarle TANTA energía al dilema ""trans vs Cis"" Es un éxito divisitorio patriarcal.

En una conferencia hace unos días decía que igual y es algo qué hay que enfrentar, cuando no estemos en alerta roja.",NP
425,425,Para que hacer corajes no vale la pena hay mejores cosas que ver en la tele tengo cable y yo viendo pendejadas de  gays etcc😎👎#MeEnamoroSi,P
2963,2162,"@sof_j No es queja, siempre he pensado es una deficiencia de mi lado y de como los espacios tan tildados a este tema suceden gracias a una muy merecida búsqueda de libertad.

Pero jijo. Ir a una peda lencha es lidiar con presión desde lo sexual FIJOOOOOOO.",NP
3600,2799,"#BuenasPracticasLGBT @PacoRobledo @CriSzis que el ejemplo de ""trans exitosa"" sea yo, o victoria lo dice. No nos dejan estar en corporativos.",NP
2422,1621,Un gran día de maquillaje teatral  #makeupbyme #sinfiltro #shooting #drag #dragqueens… url,NP
3982,3181,"Jejeje ""Hablemos de lo Trans incluido el pedo de asesinatos, un viernes 13!""
Soy fan de México. Casi todo es surreal url",NP
579,579,"@TeamMovAzul Ah pero primero estabas mame y mame ""este la la a romper "" ""excelente trabajo de la directiva "" coman caca igual ches putitos villamelones. 🙄",P
3719,2918,"@Alkoriz pero en ambos casos, nada que ver con ser trans.",NP
636,636,"Tengo familiares Gay, Trans y lesbianas a los que amo muchísimo. Pero ellos tienen sus propios concursos, Miss universo si debería ser solo para mujeres. url",P
6028,867,"@maytearvizu @LibreriasGandhi @tweetlibros Yo te digo, una señora loca demasiado loca bastante enferma hiper loca, así todo el libro o está loca o ebria",NA
340,340,@caderas_blancas @FerLeon_Mx @callodehacha @lopezobrador_ Mira nomás! Y el hombre trans tiene escroto? Digo aprovechando el comentario,P
4270,3469,"Hay un muy triste BOOM en entrenadores acosadores y violadores en ligas femeniles.

Pero el “save women’s sport” es.. esfuerzos para sacar a las SEIS atletas trans del deporte femenil.

“Salvemos el deporte femenil”, por medio de recalcar las mujeres somos menos que los hombres. url",NP
